"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1970",104205.83046731,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1971",109610.49008518,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1972",116154.53695009,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1973",120294.99887945,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1974",127762.51701502,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1975",132701.62527863,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1976",137556.26942019,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1977",143460.2802942,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1978",148114.95592607,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1979",152116.71774131,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1980",153095.84484969,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1981",155857.78640102,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1982",163510.5629075,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1983",165265.41937986,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1984",173548.69092661,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1985",180955.28155487,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1986",187053.9965115,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1987",191812.31692943,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1988",201488.69718472,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1989",211273.22326528,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1990",217782.78066323,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1991",217525.22468236,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1992",221074.0901979,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1993",227315.24876517,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1994",232453.46225845,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1995",238963.52441397,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1996",242623.35934663,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1997",244099.16400897,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1998",246473.88458019,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","1999",251909.8670868,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2000",256800.81626319,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2001",254423.55150096,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2002",260515.12168066,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2003",267138.42377927,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2004",279132.16280033,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2005",279904.66803909,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2006",275485.19979078,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2007",278975.22244898,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2008",280777.91301449,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2009",280001.31220137,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2010",281717.09803395,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2011",284570.70746956,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2012",287258.44728209,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2013",293035.13261264,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2014",297589.77037617,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2015",300781.96445697,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2016",302478.20217269,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2017",303655.13465229,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2018",304707.07363096,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2019",303545.76721484,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2020",277592.02507965,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2021",275308.57828349,
"AUS","PASSTRANSP","ROAD","MLN_PKM","A","2022",264245.2237274,"E"
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1970",34859,"E"
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1971",37739,"E"
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1972",41050,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1973",42780,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1974",44868,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1975",46436,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1976",48409,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1977",50379,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1978",52171,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1979",53920,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1980",55985,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1981",57702,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1982",59179,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1983",60774,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1984",62634,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1985",63241,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1986",64491,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1987",66036,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1988",66288,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1989",67111,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1990",67722,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1991",68032,
"AUT","PASSTRANSP","ROAD","MLN_PKM","A","1992",68200,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1970",58576,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1971",59759,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1972",62664,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1973",64578,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1974",66742,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1975",67159,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1976",69069,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1977",72094,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1978",73137,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1979",75760,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1980",74451,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1981",75684,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1982",75285,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1983",75172,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1984",75862,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1985",76326,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1986",77408,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1987",80440,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1988",83173,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1989",86155,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1990",92158,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1991",93322,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1992",94748,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1993",98474,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1994",101497,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1995",104228,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1996",104096,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1997",107343,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1998",112960,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","1999",116460,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2000",119400,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2001",121470,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2002",123960,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2003",124730,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2004",126800,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2005",126960,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2006",127990,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2007",130810,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2008",130620,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2009",131060,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2010",126773,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2011",127640,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2012",128046,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2013",121530,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2014",123980,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2015",122240,
"BEL","PASSTRANSP","ROAD","MLN_PKM","A","2016",119500,
"CAN","PASSTRANSP","ROAD","MLN_PKM","A","1995",497000,
"CAN","PASSTRANSP","ROAD","MLN_PKM","A","1996",498000,
"CAN","PASSTRANSP","ROAD","MLN_PKM","A","1997",499000,
"CAN","PASSTRANSP","ROAD","MLN_PKM","A","1998",500000,
"CAN","PASSTRANSP","ROAD","MLN_PKM","A","1999",501000,
"CAN","PASSTRANSP","ROAD","MLN_PKM","A","2000",502000,
"CAN","PASSTRANSP","ROAD","MLN_PKM","A","2001",481000,
"CAN","PASSTRANSP","ROAD","MLN_PKM","A","2002",493000,
"CAN","PASSTRANSP","ROAD","MLN_PKM","A","2003",485000,
"CAN","PASSTRANSP","ROAD","MLN_PKM","A","2004",488368,
"CAN","PASSTRANSP","ROAD","MLN_PKM","A","2005",512736,
"CAN","PASSTRANSP","ROAD","MLN_PKM","A","2006",510103,
"CAN","PASSTRANSP","ROAD","MLN_PKM","A","2007",503471,
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","1993",65297,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","1994",63233,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","1995",65473,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","1996",65875,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","1997",65534,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","1998",68461,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","1999",71049,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2000",73291,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2001",74078,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2002",74958,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2003",76809,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2004",76086,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2005",77248,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2006",79131,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2007",81059,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2008",81749,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2009",81784,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2010",74386,
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2011",74757,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2012",73275,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2013",73676,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2014",76270,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2015",79700.9,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2016",82512.1,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2017",85504.8,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2018",88921.4,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2019",91726,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2020",74380,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2021",93335.1325,"E"
"CZE","PASSTRANSP","ROAD","MLN_PKM","A","2022",100471.5881,"E"
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1980",46934,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1981",45887,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1982",46415,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1983",47729,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1984",49972,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1985",51773,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1986",53859,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1987",55960,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1988",57751,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1989",58607,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1990",59003,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1991",59621,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1992",59949,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1993",59728,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1994",60111,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1995",61292,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1996",62544,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1997",63378,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1998",63942,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","1999",65010,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2000",64194,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2001",63386,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2002",63473,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2003",64016,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2004",65452,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2005",65517,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2006",66191,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2007",67815,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2008",67791,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2009",67236,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2010",66612,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2011",66612,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2012",67039,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2013",67551,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2014",67026.550518915,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2015",67544.075461366,
"DNK","PASSTRANSP","ROAD","MLN_PKM","A","2016",66544.317598197,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1970",31200,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1971",32400,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1972",34100,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1973",35800,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1974",37500,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1975",39200,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1976",40100,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1977",40400,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1978",41100,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1979",41800,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1980",43300,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1981",44400,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1982",46000,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1983",47900,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1984",49800,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1985",52300,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1986",53700,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1987",54600,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1988",57100,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1989",58400,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1990",59700,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1991",58700,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1992",58500,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1993",57700,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1994",57600,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1995",58000,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1996",58400,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1997",59900,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1998",61100,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","1999",62500,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2000",63400,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2001",64700,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2002",66000,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2003",67260,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2004",68545,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2005",69450,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2006",69995,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2007",71325,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2008",70940,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2009",71870,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2010",72285,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2011",73030,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2012",72810,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2013",72655,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2014",73060,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2015",73835,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2016",65262,"B"
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2017",74800,"B"
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2018",74800,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2019",74700,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2020",70900,
"FIN","PASSTRANSP","ROAD","MLN_PKM","A","2021",69600,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1970",330200,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1971",346100,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1972",364400,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1973",408700,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1974",389500,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1975",403900,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1976",414400,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1977",430700,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1978",449600,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1979",462500,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1980",481541,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1981",497232,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1982",501833,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1983",514581,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1984",523780,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1985",526563,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1986",554527,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1987",574923,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1988",597815,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1989",610582,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1990",645150,"B"
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1991",652719,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1992",667341,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1993",673306,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1994",682937,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1995",694221,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1996",697747,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1997",709532,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1998",729859,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","1999",746485,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2000",747054,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2001",770918,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2002",777226,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2003",779163,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2004",777323,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2005",767290,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2006",765879,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2007",771178,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2008",756610,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2009",757177,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2010",763941,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2011",764529,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2012",856798,"B"
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2013",856407,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2014",865196,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2015",875828,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2016",889305,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2017",898661,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2018",898610,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2019",906342,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2020",716575,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2021",777509,
"FRA","PASSTRANSP","ROAD","MLN_PKM","A","2022",868382,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1970",399200,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1971",422500,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1972",430000,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1973",444200,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1974",439100,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1975",464100,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1976",476300,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1977",493000,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1978",511300,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1979",529200,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1980",532100,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1981",512900,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1982",526500,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1983",535600,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1984",545800,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1985",538300,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1986",563800,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1987",584300,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1988",612600,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1989",627800,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1990",649800,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1991",770200,"B"
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1992",789000,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1993",799700,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1994",875600,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1995",883800,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1996",884400,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1997",885100,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1998",895600,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","1999",916400,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2000",900300,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2001",921300,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2002",930500,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2003",925200,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2004",951493,"B"
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2005",939389,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2006",945052,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2007",947807,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2008",950882,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2009",959694,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2010",962892,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2011",972357,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2012",972319,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2013",980246,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2014",995190,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2015",1008771,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2016",1027755,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2017",977430,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2018",978702,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2019",981452,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2020",831141,
"DEU","PASSTRANSP","ROAD","MLN_PKM","A","2021",836625,"P"
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1974",9337,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1975",10211,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1976",11013,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1977",12121,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1982",16416,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1983",16675,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1984",17834,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1985",19116,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1986",19379,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1987",19975,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1988",21181,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1989",22980,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1990",24233,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1991",24704,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1992",25366,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1993",26815,
"GRC","PASSTRANSP","ROAD","MLN_PKM","A","1994",29803,
